brand,racquet,grade,grip,used_price,new_price,discount_pct,new_cheaper,in_stock,sku,code,list_price,rating,reviews,specs,nspec,url,is_new,verdict,median,basis,was_price
Head,Head Speed Pro 2026 Racquet,Grade A,"4 1/2""",229.0,269.0,15,False,1,URD0E01E,HSPDP6,,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.5oz / 326g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '328', 'stiffness': '61', 'beam': '23mm / 23mm / 23mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.5, 'weight_g': 326.0, 'swingweight': 328.0, 'stiffness': 61.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPDP6,False,typical,229.25125628140702,"4 past prices across grades, adjusted to Grade A",
Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/4""",259.0,299.0,13,False,1,UR0C13F,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,259.0,"8 past prices, this grade",
Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 3/8""",259.0,299.0,13,False,1,UR0C17C,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,259.0,"8 past prices, this grade",
Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,299.0,13,False,1,UR8A17B,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,259.0,"8 past prices, this grade",
Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,299.0,13,False,1,UR0C29A,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,259.0,"8 past prices, this grade",
Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,299.0,13,False,1,UR8A05G,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,259.0,"8 past prices, this grade",
Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,299.0,13,False,1,UR8A18A,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,259.0,"8 past prices, this grade",
Wilson,Wilson RF 01 Racquet,Grade B,"4 1/8""",249.0,279.0,11,False,1,UR8A20E,WRF1R,329.0,4.5,19,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '12.85in / 32.64cm / 5 pts HL', 'swingweight': '319', 'stiffness': '64', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 319.0, 'stiffness': 64.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRF1R,False,typical,249.0,"4 past prices, this grade",
Wilson,Wilson RF 01 Racquet,Grade B,"4 3/8""",249.0,279.0,11,False,1,UR8B14G,WRF1R,329.0,4.5,19,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '12.85in / 32.64cm / 5 pts HL', 'swingweight': '319', 'stiffness': '64', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 319.0, 'stiffness': 64.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRF1R,False,typical,249.0,"4 past prices, this grade",
Wilson,Wilson RF 01 Racquet,Grade B,"4 3/8""",249.0,279.0,11,False,1,UR8A03G,WRF1R,329.0,4.5,19,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '12.85in / 32.64cm / 5 pts HL', 'swingweight': '319', 'stiffness': '64', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 319.0, 'stiffness': 64.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRF1R,False,typical,249.0,"4 past prices, this grade",
Wilson,Wilson RF 01 Pro Racquet,Grade A,"4 1/4""",269.0,299.0,10,False,1,UR0C27A,WRFPR,349.0,4.5,40,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.9oz / 337g', 'balance': '12.75in / 32.39cm / 6 pts HL', 'swingweight': '331', 'stiffness': '67', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Leather', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.9, 'weight_g': 337.0, 'swingweight': 331.0, 'stiffness': 67.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFPR,False,typical,271.42077969757463,"9 past prices across grades, adjusted to Grade A",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,219.0,9,False,1,UR0C07D,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,219.0,9,False,1,UR0C09A,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,219.0,9,False,1,UR0C25A,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,219.0,9,False,1,UR0C29D,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 3/8""",199.0,219.0,9,False,3,URD0D05C,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 3/8""",199.0,219.0,9,False,1,URD0D03D,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/2""",199.0,219.0,9,False,1,UR0C31F,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/2""",199.0,219.0,9,False,1,UR8A04G,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,199.0,"8 past prices, this grade",
Head,Head Gravity MP 2025 Racquet,Grade B,"4 1/4""",199.0,219.0,9,False,1,UR0B27A,HGMPG,289.0,5.0,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11oz / 312g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '323', 'stiffness': '57', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.0, 'weight_g': 312.0, 'swingweight': 323.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGMPG,False,typical,199.21786253859125,"4 past prices across grades, adjusted to Grade B",
Head,Head Gravity MP 2025 Racquet,Grade B,"4 3/8""",199.0,219.0,9,False,3,URD0E01D,HGMPG,289.0,5.0,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11oz / 312g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '323', 'stiffness': '57', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.0, 'weight_g': 312.0, 'swingweight': 323.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGMPG,False,typical,199.21786253859125,"4 past prices across grades, adjusted to Grade B",
Head,Head Radical MP 2025 Racquet,Grade B,"4 1/4""",199.0,219.0,9,False,1,UR8A04B,HRMP,289.0,4.5,4,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '323', 'stiffness': '66', 'beam': '20mm / 23mm / 21mm', 'composition': 'Graphene Inside/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 323.0, 'stiffness': 66.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HRMP,False,,,,
Wilson,Wilson RF 01 Racquet,Grade A,"4 3/8""",259.0,279.0,7,False,1,UR0C25F,WRF1R,329.0,4.5,19,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '12.85in / 32.64cm / 5 pts HL', 'swingweight': '319', 'stiffness': '64', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 319.0, 'stiffness': 64.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRF1R,False,typical,260.9412129138845,"6 past prices across grades, adjusted to Grade A",
Wilson,Wilson RF 01 Racquet,Grade A,"4 3/8""",259.0,279.0,7,False,1,UR8A10F,WRF1R,329.0,4.5,19,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '12.85in / 32.64cm / 5 pts HL', 'swingweight': '319', 'stiffness': '64', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 319.0, 'stiffness': 64.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRF1R,False,typical,260.9412129138845,"6 past prices across grades, adjusted to Grade A",
Head,Head Gravity Team 2025 Racquet,Grade A,"4 3/8""",189.0,199.0,5,False,1,UR8B01D,HRTMPG,269.0,5.0,2,"{'head': '104 in² / 670.97 cm²', 'length': '27in / 68.58cm', 'weight': '10oz / 283g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '304', 'stiffness': '57', 'beam': '24mm / 24mm / 24mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 104.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 304.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HRTMPG,False,typical,189.42301121586382,"4 past prices across grades, adjusted to Grade A",
Head,Head Radical Team 2025 Racquet,Grade B,"4 1/4""",189.0,199.0,5,False,1,UR0B39C,HRRT,269.0,5.0,2,"{'head': '102 in² / 658.06 cm²', 'length': '27in / 68.58cm', 'weight': '10.4oz / 295g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '303', 'stiffness': '63', 'beam': '22mm / 25mm / 23mm', 'composition': 'Graphene Inside/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 102.0, 'weight_oz': 10.4, 'weight_g': 295.0, 'swingweight': 303.0, 'stiffness': 63.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HRRT,False,,,,
Head,Head Gravity MP 2025 Racquet,Grade A,"4 1/4""",209.0,219.0,5,False,1,UR8A19C,HGMPG,289.0,5.0,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11oz / 312g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '323', 'stiffness': '57', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.0, 'weight_g': 312.0, 'swingweight': 323.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGMPG,False,typical,208.7716894977169,"4 past prices across grades, adjusted to Grade A",
Head,Head Gravity MP 2025 Racquet,Grade A,"4 1/4""",209.0,219.0,5,False,1,UR8B18G,HGMPG,289.0,5.0,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11oz / 312g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '323', 'stiffness': '57', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.0, 'weight_g': 312.0, 'swingweight': 323.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGMPG,False,typical,208.7716894977169,"4 past prices across grades, adjusted to Grade A",
Wilson,Wilson Clash 100L v3 Reverse Racquet,Grade B,"4 3/8""",219.0,229.0,4,False,1,UR8A11C,WC1L3R,289.0,,,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '10.4oz / 295g', 'balance': '12.79in / 32.49cm / 6 pts HL', 'swingweight': '301', 'stiffness': '54', 'beam': '24.5mm / 24.5mm / 24.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '47-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.4, 'weight_g': 295.0, 'swingweight': 301.0, 'stiffness': 54.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WC1L3R,False,,,,
Head,Head Extreme Tour Racquet,Grade A,"4 5/8""",159.0,159.0,0,True,1,UR0C15F,HRET22,269.0,4.9,20,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.3oz / 320g', 'balance': '12.79in / 32.49cm / 6 pts HL', 'swingweight': '317', 'stiffness': '63', 'beam': '22mm / 23mm / 21mm', 'composition': 'Graphene 360+/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.3, 'weight_g': 320.0, 'swingweight': 317.0, 'stiffness': 63.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HRET22,False,,,,
Head,Head Gravity MP L 2025 Racquet,Grade A,"4 1/4""",199.0,199.0,0,True,1,UR8A01C,HGMLPG,279.0,5.0,1,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '10.4oz / 295g', 'balance': '13.3in / 33.78cm / 2 pts HL', 'swingweight': '308', 'stiffness': '57', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.4, 'weight_g': 295.0, 'swingweight': 308.0, 'stiffness': 57.0, 'balance_pts': -2.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGMLPG,False,,,,
Head,Head Gravity MP L 2025 Racquet,Grade A,"4 1/4""",199.0,199.0,0,True,1,UR8A04C,HGMLPG,279.0,5.0,1,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '10.4oz / 295g', 'balance': '13.3in / 33.78cm / 2 pts HL', 'swingweight': '308', 'stiffness': '57', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.4, 'weight_g': 295.0, 'swingweight': 308.0, 'stiffness': 57.0, 'balance_pts': -2.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGMLPG,False,,,,
Tecnifibre,Tecnifibre TF40 290g (16x19) Racquet 2024,Grade B,"4 1/4""",199.0,199.0,0,True,1,UR0C09D,TF40R9,249.0,3.8,5,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '10.7oz / 303g', 'balance': '13.07in / 33.2cm / 3 pts HL', 'swingweight': '312', 'stiffness': '65', 'beam': '22mm / 22mm / 22mm', 'composition': 'Dynacore XTC/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Tecnifibre Xtra Feel', 'tension': '49-55 pounds'}","{'head_in2': 98.0, 'weight_oz': 10.7, 'weight_g': 303.0, 'swingweight': 312.0, 'stiffness': 65.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=TF40R9,False,typical,199.0,"3 past prices, this grade",
