brand,racquet,grade,grip,used_price,new_price,discount_pct,new_cheaper,in_stock,sku,code,list_price,rating,reviews,specs,nspec,url,is_new,verdict,median,basis,was_price
Wilson,Wilson Ultra 100 v5 Racquet,Grade B,"4 1/4""",229.0,299.0,23,False,1,UR0B37C,WU1005,,4.3,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '322', 'stiffness': '67', 'beam': '24mm / 26.5mm / 24.5mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 322.0, 'stiffness': 67.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1005,False,typical,228.53143132403494,"4 past prices across grades, adjusted to Grade B",
Head,Head Boom MP Mint Racquet,Grade A,"4 3/8""",139.0,179.0,22,False,2,URD0D03E,BOOMMA,299.0,4.7,11,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11oz / 312g', 'balance': '12.79in / 32.49cm / 6 pts HL', 'swingweight': '317', 'stiffness': '62', 'beam': '23mm / 24mm / 22mm', 'composition': 'Auxetic 2/Graphene Inside/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.0, 'weight_g': 312.0, 'swingweight': 317.0, 'stiffness': 62.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=BOOMMA,False,,,,
Head,Head Speed Tour 2026 Racquet,Grade C,"4 1/4""",209.0,269.0,22,False,1,UR0C11B,HSPDT6,,4.5,10,"{'head': '97 in² / 625.81 cm²', 'length': '27in / 68.58cm', 'weight': '11.4oz / 323g', 'balance': '12.79in / 32.49cm / 6 pts HL', 'swingweight': '325', 'stiffness': '61', 'beam': '23mm / 23mm / 23mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 97.0, 'weight_oz': 11.4, 'weight_g': 323.0, 'swingweight': 325.0, 'stiffness': 61.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPDT6,False,high,187.52538854271262,"4 past prices across grades, adjusted to Grade C",249.0
Head,Head Speed Pro 2026 Racquet,Grade C,"4 1/2""",209.0,269.0,22,False,2,URD0D05D,HSPDP6,,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.5oz / 326g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '328', 'stiffness': '61', 'beam': '23mm / 23mm / 23mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.5, 'weight_g': 326.0, 'swingweight': 328.0, 'stiffness': 61.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPDP6,False,typical,204.07834631084094,"4 past prices across grades, adjusted to Grade C",
Head,Head Speed Pro Legend 2025 Racquet,Grade A,"4 3/8""",209.0,269.0,22,False,1,UR8A11A,HSPPL5,,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.5oz / 326g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '328', 'stiffness': '61', 'beam': '23mm / 23mm / 23mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.5, 'weight_g': 326.0, 'swingweight': 328.0, 'stiffness': 61.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPPL5,False,,,,229.0
Tecnifibre,Tecnifibre TFight Blue 305S Racquet,Grade C,"4 1/2""",219.0,279.95,22,False,1,UR0C11F,TFB305,,4.8,26,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.3oz / 320g', 'balance': '12.79in / 32.49cm / 6 pts HL', 'swingweight': '324', 'stiffness': '63', 'beam': '22.5mm / 22.5mm / 22.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Tecnifibre X-Tra Feel', 'tension': '50-55 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.3, 'weight_g': 320.0, 'swingweight': 324.0, 'stiffness': 63.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=TFB305,False,typical,213.63087248322148,"4 past prices across grades, adjusted to Grade C",
Head,Head Speed Team 2026 Racquet,Grade A,"4""",189.0,239.0,21,False,1,UR0B23B,HSPTM6,,,,"{'head': '105 in² / 677.42 cm²', 'length': '27.4in / 69.6cm', 'weight': '10oz / 283g', 'balance': '13.1in / 33.27cm / 5 pts HL', 'swingweight': '303', 'stiffness': '62', 'beam': '24mm / 24mm / 24mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Medium', 'stroke': 'Medium', 'swing': 'Medium', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 105.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 303.0, 'stiffness': 62.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPTM6,False,,,,
Head,Head Speed Team 2026 Racquet,Grade A,"4 1/4""",189.0,239.0,21,False,1,UR8B11G,HSPTM6,,,,"{'head': '105 in² / 677.42 cm²', 'length': '27.4in / 69.6cm', 'weight': '10oz / 283g', 'balance': '13.1in / 33.27cm / 5 pts HL', 'swingweight': '303', 'stiffness': '62', 'beam': '24mm / 24mm / 24mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Medium', 'stroke': 'Medium', 'swing': 'Medium', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 105.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 303.0, 'stiffness': 62.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPTM6,False,,,,
Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 1/4""",229.0,289.0,21,False,1,UR8B04G,WU1115,,5.0,2,"{'head': '111 in² / 716.13 cm²', 'length': '27.25in / 69.22cm', 'weight': '10oz / 283g', 'balance': '13in / 33.02cm / 5 pts HL', 'swingweight': '290', 'stiffness': '66', 'beam': '26mm / 27.5mm / 25mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Medium-High', 'stroke': 'Compact-Medium', 'swing': 'Slow-Moderate', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 111.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 290.0, 'stiffness': 66.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1115,False,typical,229.0,"4 past prices, this grade",
Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,21,False,1,UR8A03F,WU1115,,5.0,2,"{'head': '111 in² / 716.13 cm²', 'length': '27.25in / 69.22cm', 'weight': '10oz / 283g', 'balance': '13in / 33.02cm / 5 pts HL', 'swingweight': '290', 'stiffness': '66', 'beam': '26mm / 27.5mm / 25mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Medium-High', 'stroke': 'Compact-Medium', 'swing': 'Slow-Moderate', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 111.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 290.0, 'stiffness': 66.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1115,False,typical,229.0,"4 past prices, this grade",
Tecnifibre,Tecnifibre TF40 305g (18x20) Racquet 2024,Grade A,"4 1/2""",159.0,199.0,20,False,2,URD0E03C,TF40R2,279.0,4.8,57,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.4oz / 323g', 'balance': '13.12in / 33.32cm / 3 pts HL', 'swingweight': '330', 'stiffness': '64', 'beam': '22mm / 22mm / 22mm', 'composition': 'Dynacore XTC/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Tecnifibre Xtra Feel', 'tension': '49-55 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.4, 'weight_g': 323.0, 'swingweight': 330.0, 'stiffness': 64.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=TF40R2,False,,,,249.0
Tecnifibre,Tecnifibre Fire 285 Racquet,Grade B,"4 3/8""",199.0,249.0,20,False,1,UR0B27B,TFFI28,,,,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '10.6oz / 301g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '313', 'stiffness': '67', 'beam': '24.5mm / 25mm / 24.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Tecnifibre Synthetic', 'tension': '49-55 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.6, 'weight_g': 301.0, 'swingweight': 313.0, 'stiffness': 67.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=TFFI28,False,,,,
Wilson,Wilson Blade 98 16x19 v10 Racquet,Grade C,"4 1/4""",239.0,299.0,20,False,1,UR0C07F,WB9810,,4.9,8,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '11.4oz / 323g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '322', 'stiffness': '61', 'beam': '21.5mm / 21.5mm / 20.5mm', 'composition': 'Carbon/Braided Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '47-57 pounds'}","{'head_in2': 98.0, 'weight_oz': 11.4, 'weight_g': 323.0, 'swingweight': 322.0, 'stiffness': 61.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WB9810,False,,,,249.0
Wilson,Wilson Clash 100 Pro v3 Racquet,Grade C,"4 3/8""",239.0,299.0,20,False,2,URD0E01C,CL1P3V,,4.3,16,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.4oz / 323g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '327', 'stiffness': '57', 'beam': '24.5mm / 24.5mm / 24.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.4, 'weight_g': 323.0, 'swingweight': 327.0, 'stiffness': 57.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=CL1P3V,False,,,,
Wilson,Wilson Ultra 100 v5 Racquet,Grade A,"4 1/4""",239.0,299.0,20,False,1,UR8A04E,WU1005,,4.3,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '322', 'stiffness': '67', 'beam': '24mm / 26.5mm / 24.5mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 322.0, 'stiffness': 67.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1005,False,typical,239.4910396732521,"4 past prices across grades, adjusted to Grade A",
Wilson,Wilson Ultra 100 v5 Racquet,Grade A,"4 1/4""",239.0,299.0,20,False,1,UR8A05B,WU1005,,4.3,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '322', 'stiffness': '67', 'beam': '24mm / 26.5mm / 24.5mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 322.0, 'stiffness': 67.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1005,False,typical,239.4910396732521,"4 past prices across grades, adjusted to Grade A",
Wilson,Wilson Ultra 100 v5 Desert Vibes Racquet,Grade A,,239.0,299.0,20,False,1,UR8A08C,WU1V5DV,,4.3,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '322', 'stiffness': '67', 'beam': '24mm / 26.5mm / 24.5mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '47-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 322.0, 'stiffness': 67.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1V5DV,False,,,,
Wilson,Wilson Ultra 100 v5 Desert Vibes Racquet,Grade A,,239.0,299.0,20,False,1,UR8A07E,WU1V5DV,,4.3,4,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '322', 'stiffness': '67', 'beam': '24mm / 26.5mm / 24.5mm', 'composition': 'Carbon Fiber Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '47-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 322.0, 'stiffness': 67.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WU1V5DV,False,,,,
Head,Head Prestige MP L Racquet,Grade A,"4 3/8""",209.0,259.0,19,False,1,UR8A01D,HPRMPL,279.0,4.3,12,"{'head': '99 in² / 638.71 cm²', 'length': '27in / 68.58cm', 'weight': '11.2oz / 318g', 'balance': '12.79in / 32.49cm / 6 pts HL', 'swingweight': '309', 'stiffness': '61', 'beam': '21.5mm / 21.5mm / 21.5mm', 'composition': 'Auxetic 2/Graphene Inside/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 99.0, 'weight_oz': 11.2, 'weight_g': 318.0, 'swingweight': 309.0, 'stiffness': 61.0, 'balance_pts': -6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HPRMPL,False,typical,198.06381221174365,"5 past prices across grades, adjusted to Grade A",
Wilson,Wilson Triad Three Racquet,Grade B,"4 1/4""",219.0,269.0,19,False,1,UR0C01B,WTRI3,,4.9,12,"{'head': '113 in² / 729.03 cm²', 'length': '27.5in / 69.85cm', 'weight': '9.8oz / 278g', 'balance': '14.56in / 36.98cm / 6 pts HH', 'swingweight': '331', 'stiffness': 'N/A (very low)', 'beam': '26mm / 30mm / 26mm', 'composition': 'Graphite', 'power': 'Medium-High', 'stroke': 'Compact-Medium', 'swing': 'Slow-Moderate', 'griptype': 'Wilson Synthetic', 'tension': '50-60 pounds'}","{'head_in2': 113.0, 'weight_oz': 9.8, 'weight_g': 278.0, 'swingweight': 331.0, 'balance_pts': 6.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WTRI3,False,,,,
Head,Head Speed Pro 2026 Racquet,Grade B,"4 1/2""",219.0,269.0,19,False,2,URD0D01B,HSPDP6,,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.5oz / 326g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '328', 'stiffness': '61', 'beam': '23mm / 23mm / 23mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.5, 'weight_g': 326.0, 'swingweight': 328.0, 'stiffness': 61.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPDP6,False,typical,218.76024172888705,"4 past prices across grades, adjusted to Grade B",
Head,Head Gravity Pro 2025 Racquet,Grade C,"4 1/4""",179.0,219.0,18,False,1,UR0B37E,HGPRR,299.0,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '329', 'stiffness': '59', 'beam': '20mm / 20mm / 20mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 329.0, 'stiffness': 59.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HGPRR,False,typical,185.64429530201343,"9 past prices across grades, adjusted to Grade C",
Head,Head Extreme MP L 2024 Racquet,Grade A,"4 1/8""",149.0,179.0,17,False,1,UR8A20A,HEMPL24,279.0,5.0,4,"{'head': '100 in / 645.16 cm', 'length': '27in / 68.58cm', 'weight': '10.4oz / 295g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '308', 'stiffness': '64', 'beam': '23mm / 26mm / 21mm', 'composition': 'Graphene 360+/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.4, 'weight_g': 295.0, 'swingweight': 308.0, 'stiffness': 64.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HEMPL24,False,,,,
Wilson,Wilson Blade Pro 100 v10 Racquet,Grade B,"4 1/4""",249.0,299.0,17,False,1,UR0B39B,WB100P,,4.8,4,"{'head': '100 in² / 645.16 cm²', 'length': '27.25in / 69.22cm', 'weight': '10.9oz / 309g', 'balance': '13in / 33.02cm / 5 pts HL', 'swingweight': '318', 'stiffness': '68', 'beam': '23mm / 23mm / 23mm', 'composition': 'Basalt/Braided Graphite', 'power': 'Medium', 'stroke': 'Medium', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '47-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.9, 'weight_g': 309.0, 'swingweight': 318.0, 'stiffness': 68.0, 'balance_pts': -5.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WB100P,False,typical,249.0,"3 past prices, this grade",
Wilson,Wilson Clash 100 Pro v3 Racquet,Grade B,"4 3/8""",249.0,299.0,17,False,1,UR0C13E,CL1P3V,,4.3,16,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.4oz / 323g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '327', 'stiffness': '57', 'beam': '24.5mm / 24.5mm / 24.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.4, 'weight_g': 323.0, 'swingweight': 327.0, 'stiffness': 57.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=CL1P3V,False,,,,
Wilson,Wilson Pro Staff 97 Classic Racquet,Grade B,"4 1/8""",249.0,299.0,17,False,1,UR0C27C,WPS97C,,4.7,48,"{'head': '97 in² / 625.81 cm²', 'length': '27in / 68.58cm', 'weight': '11.7oz / 332g', 'balance': '12.6in / 32cm / 7 pts HL', 'swingweight': '325', 'stiffness': '66', 'beam': '21.5mm / 21.5mm / 21.5mm', 'composition': 'Aramid/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Wilson Pro Performance', 'tension': '47-57 pounds'}","{'head_in2': 97.0, 'weight_oz': 11.7, 'weight_g': 332.0, 'swingweight': 325.0, 'stiffness': 66.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WPS97C,False,,,,
Tecnifibre,Tecnifibre Fire 285 Racquet,Grade A,"4 3/8""",209.0,249.0,16,False,1,UR0C23B,TFFI28,,,,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '10.6oz / 301g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '313', 'stiffness': '67', 'beam': '24.5mm / 25mm / 24.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Tecnifibre Synthetic', 'tension': '49-55 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.6, 'weight_g': 301.0, 'swingweight': 313.0, 'stiffness': 67.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=TFFI28,False,,,,
Tecnifibre,Tecnifibre Fire 260 OS Racquet,Grade A,"4 1/4""",209.0,249.0,16,False,1,UR0C01E,TFFI26,,,,"{'head': '110 in² / 709.68 cm²', 'length': '27in / 68.58cm', 'weight': '9.7oz / 275g', 'balance': '13.19in / 33.5cm / 2 pts HL', 'swingweight': '292', 'stiffness': '67', 'beam': '24.5mm / 25mm / 24.5mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Tecnifibre Synthetic', 'tension': '49-55 pounds'}","{'head_in2': 110.0, 'weight_oz': 9.7, 'weight_g': 275.0, 'swingweight': 292.0, 'stiffness': 67.0, 'balance_pts': -2.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=TFFI26,False,,,,
Wilson,Wilson Blade 100L v9 Racquet,Grade B,"4 1/8""",169.0,199.0,15,False,1,UR8A01B,WB100L,249.0,4.9,10,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '10.6oz / 301g', 'balance': '13.28in / 33.73cm / 2 pts HL', 'swingweight': '308', 'stiffness': '69', 'beam': '22mm / 22mm / 22mm', 'composition': 'Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 100.0, 'weight_oz': 10.6, 'weight_g': 301.0, 'swingweight': 308.0, 'stiffness': 69.0, 'balance_pts': -2.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WB100L,False,,,,
Head,Head Gravity Team 2025 Racquet,Grade C,"4 1/4""",169.0,199.0,15,False,1,UR8B01G,HRTMPG,269.0,5.0,2,"{'head': '104 in² / 670.97 cm²', 'length': '27in / 68.58cm', 'weight': '10oz / 283g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '304', 'stiffness': '57', 'beam': '24mm / 24mm / 24mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 104.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 304.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HRTMPG,False,typical,168.62343748599372,"4 past prices across grades, adjusted to Grade C",
Head,Head Gravity Team 2025 Racquet,Grade C,"4 3/8""",169.0,199.0,15,False,2,URD0D09B,HRTMPG,269.0,5.0,2,"{'head': '104 in² / 670.97 cm²', 'length': '27in / 68.58cm', 'weight': '10oz / 283g', 'balance': '13.18in / 33.48cm / 3 pts HL', 'swingweight': '304', 'stiffness': '57', 'beam': '24mm / 24mm / 24mm', 'composition': 'Graphene Inside/Auxetic 2/Graphite', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 104.0, 'weight_oz': 10.0, 'weight_g': 283.0, 'swingweight': 304.0, 'stiffness': 57.0, 'balance_pts': -3.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HRTMPG,False,typical,168.62343748599372,"4 past prices across grades, adjusted to Grade C",
Wilson,Wilson RF 01 Future Racquet,Grade B,"4 1/4""",229.0,269.0,15,False,1,UR8B12D,WRFFR,309.0,4.7,6,"{'head': '98 in² / 632.26 cm²', 'length': '27in / 68.58cm', 'weight': '10.4oz / 295g', 'balance': '13in / 33.02cm / 4 pts HL', 'swingweight': '301', 'stiffness': '64', 'beam': '23.2mm / 23mm / 22mm', 'composition': 'Carbon +Carbon Braid', 'power': 'Low-Medium', 'stroke': 'Medium-Full', 'swing': 'Medium-Fast', 'griptype': 'Wilson Pro Performance', 'tension': '50-60 pounds'}","{'head_in2': 98.0, 'weight_oz': 10.4, 'weight_g': 295.0, 'swingweight': 301.0, 'stiffness': 64.0, 'balance_pts': -4.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=WRFFR,False,,,,
Head,Head Speed Pro 2026 Racquet,Grade A,"4 3/8""",229.0,269.0,15,False,1,UR8B04F,HSPDP6,,4.8,9,"{'head': '100 in² / 645.16 cm²', 'length': '27in / 68.58cm', 'weight': '11.5oz / 326g', 'balance': '12.59in / 31.98cm / 7 pts HL', 'swingweight': '328', 'stiffness': '61', 'beam': '23mm / 23mm / 23mm', 'composition': 'Auxetic 2/Graphene Inside/Boron/Graphite', 'power': 'Low', 'stroke': 'Full', 'swing': 'Fast', 'griptype': 'Head Hydrosorb Pro', 'tension': '48-57 pounds'}","{'head_in2': 100.0, 'weight_oz': 11.5, 'weight_g': 326.0, 'swingweight': 328.0, 'stiffness': 61.0, 'balance_pts': -7.0}",https://www.tennis-warehouse.com/orderusedproduct.html?pcode=HSPDP6,False,typical,229.25125628140702,"4 past prices across grades, adjusted to Grade A",
